,year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour,Hour,Time
464,2013,2,11,1334,1330,4,1610,1605,5,DL,2043,N371DA,JFK,ATL,129,760,13,30,2/11/13 13:00,13,A
465,2013,2,11,1350,1300,50,1626,1529,57,EV,4950,N615QX,EWR,ATL,128,746,13,0,2/11/13 13:00,13,A
466,2013,2,11,1354,1300,54,1636,1537,59,DL,781,N906DE,LGA,ATL,137,762,13,0,2/11/13 13:00,13,A
467,2013,2,11,1355,1308,47,1623,1542,41,FL,348,N994AT,LGA,ATL,129,762,13,8,2/11/13 13:00,13,A
512,2013,2,12,1257,1300,-3,1539,1537,2,DL,781,N3737C,LGA,ATL,130,762,13,0,2/12/13 13:00,13,A
513,2013,2,12,1258,1308,-10,1534,1542,-8,FL,348,N994AT,LGA,ATL,131,762,13,8,2/12/13 13:00,13,A
514,2013,2,12,1326,1330,-4,1603,1605,-2,DL,2043,N723TW,JFK,ATL,128,760,13,30,2/12/13 13:00,13,A
558,2013,2,13,1257,1300,-3,1538,1537,1,DL,781,N3765,LGA,ATL,128,762,13,0,2/13/13 13:00,13,A
559,2013,2,13,1317,1308,9,1553,1542,11,FL,348,N924AT,LGA,ATL,134,762,13,8,2/13/13 13:00,13,A
560,2013,2,13,1330,1330,0,1605,1605,0,DL,2043,N3753,JFK,ATL,133,760,13,30,2/13/13 13:00,13,A
606,2013,2,14,1300,1300,0,1544,1537,7,DL,781,N3747D,LGA,ATL,119,762,13,0,2/14/13 13:00,13,A
607,2013,2,14,1316,1308,8,1553,1541,12,FL,348,N965AT,LGA,ATL,118,762,13,8,2/14/13 13:00,13,A
608,2013,2,14,1326,1330,-4,1556,1605,-9,DL,2043,N3766,JFK,ATL,120,760,13,30,2/14/13 13:00,13,A
610,2013,2,14,1407,1300,67,1621,1529,52,EV,4950,N710EV,EWR,ATL,114,746,13,0,2/14/13 13:00,13,A
654,2013,2,15,1256,1300,-4,1519,1537,-18,DL,781,N633DL,LGA,ATL,120,762,13,0,2/15/13 13:00,13,A
655,2013,2,15,1304,1300,4,1529,1530,-1,EV,4950,N136EV,EWR,ATL,123,746,13,0,2/15/13 13:00,13,A
656,2013,2,15,1313,1308,5,1543,1541,2,FL,348,N921AT,LGA,ATL,125,762,13,8,2/15/13 13:00,13,A
657,2013,2,15,1354,1359,-5,1614,1638,-24,DL,2043,N361NB,JFK,ATL,123,760,13,59,2/15/13 13:00,13,A
658,2013,2,15,1355,1359,-4,1630,1635,-5,DL,2247,N383DN,LGA,ATL,122,762,13,59,2/15/13 13:00,13,A
697,2013,2,16,1255,1300,-5,1521,1537,-16,DL,781,N357NW,LGA,ATL,121,762,13,0,2/16/13 13:00,13,A
698,2013,2,16,1306,1308,-2,1528,1541,-13,FL,348,N933AT,LGA,ATL,119,762,13,8,2/16/13 13:00,13,A
699,2013,2,16,1353,1359,-6,1622,1638,-16,DL,2043,N369NB,JFK,ATL,120,760,13,59,2/16/13 13:00,13,A
700,2013,2,16,1358,1359,-1,1623,1637,-14,DL,2247,N948DL,LGA,ATL,122,762,13,59,2/16/13 13:00,13,A
732,2013,2,17,1259,1300,-1,1522,1537,-15,DL,781,N320US,LGA,ATL,105,762,13,0,2/17/13 13:00,13,A
733,2013,2,17,1302,1300,2,1505,1530,-25,EV,4950,N607LR,EWR,ATL,105,746,13,0,2/17/13 13:00,13,A
734,2013,2,17,1308,1308,0,1527,1541,-14,FL,348,N989AT,LGA,ATL,105,762,13,8,2/17/13 13:00,13,A
735,2013,2,17,1354,1359,-5,1602,1638,-36,DL,2043,N320NB,JFK,ATL,108,760,13,59,2/17/13 13:00,13,A
736,2013,2,17,1356,1359,-3,1616,1635,-19,DL,2247,N670DN,LGA,ATL,111,762,13,59,2/17/13 13:00,13,A
774,2013,2,18,1258,1300,-2,1510,1537,-27,DL,781,N644DL,LGA,ATL,109,762,13,0,2/18/13 13:00,13,A
775,2013,2,18,1300,1300,0,1505,1530,-25,EV,4950,N761ND,EWR,ATL,112,746,13,0,2/18/13 13:00,13,A
776,2013,2,18,1307,1308,-1,1525,1541,-16,FL,348,N932AT,LGA,ATL,113,762,13,8,2/18/13 13:00,13,A
777,2013,2,18,1356,1359,-3,1617,1635,-18,DL,2247,N699DL,LGA,ATL,116,762,13,59,2/18/13 13:00,13,A
778,2013,2,18,1359,1359,0,1618,1638,-20,DL,2043,N359NB,JFK,ATL,118,760,13,59,2/18/13 13:00,13,A
823,2013,2,19,1255,1300,-5,1523,1537,-14,DL,781,N693DL,LGA,ATL,119,762,13,0,2/19/13 13:00,13,A
824,2013,2,19,1258,1300,-2,1528,1530,-2,EV,4950,N712EV,EWR,ATL,119,746,13,0,2/19/13 13:00,13,A
825,2013,2,19,1307,1308,-1,1534,1541,-7,FL,348,N176AT,LGA,ATL,122,762,13,8,2/19/13 13:00,13,A
826,2013,2,19,1355,1359,-4,1617,1639,-22,DL,2043,N398DA,JFK,ATL,120,760,13,59,2/19/13 13:00,13,A
827,2013,2,19,1357,1359,-2,1706,1635,31,DL,2247,N616DL,LGA,ATL,117,762,13,59,2/19/13 13:00,13,A
872,2013,2,20,1254,1300,-6,1519,1530,-11,EV,4950,N615QX,EWR,ATL,120,746,13,0,2/20/13 13:00,13,A
873,2013,2,20,1257,1300,-3,1516,1537,-21,DL,781,N673DL,LGA,ATL,116,762,13,0,2/20/13 13:00,13,A
874,2013,2,20,1303,1308,-5,1530,1541,-11,FL,348,N985AT,LGA,ATL,120,762,13,8,2/20/13 13:00,13,A
875,2013,2,20,1353,1359,-6,1608,1638,-30,DL,2043,N334NB,JFK,ATL,116,760,13,59,2/20/13 13:00,13,A
876,2013,2,20,1359,1359,0,1622,1635,-13,DL,2247,N602DL,LGA,ATL,116,762,13,59,2/20/13 13:00,13,A
920,2013,2,21,1254,1300,-6,1542,1537,5,DL,781,N636DL,LGA,ATL,117,762,13,0,2/21/13 13:00,13,A
921,2013,2,21,1300,1308,-8,1548,1541,7,FL,348,N932AT,LGA,ATL,121,762,13,8,2/21/13 13:00,13,A
922,2013,2,21,1335,1300,35,1548,1530,18,EV,4950,N133EV,EWR,ATL,114,746,13,0,2/21/13 13:00,13,A
923,2013,2,21,1405,1359,6,1654,1635,19,DL,2247,N671DN,LGA,ATL,123,762,13,59,2/21/13 13:00,13,A
928,2013,2,21,1523,1359,84,1747,1638,69,DL,2043,N357NB,JFK,ATL,115,760,13,59,2/21/13 13:00,13,A
969,2013,2,22,1306,1300,6,1600,1537,23,DL,781,N673DL,LGA,ATL,131,762,13,0,2/22/13 13:00,13,A
970,2013,2,22,1307,1308,-1,1551,1541,10,FL,348,N994AT,LGA,ATL,133,762,13,8,2/22/13 13:00,13,A
971,2013,2,22,1356,1359,-3,1647,1638,9,DL,2043,N361NB,JFK,ATL,135,760,13,59,2/22/13 13:00,13,A
972,2013,2,22,1358,1359,-1,1648,1635,13,DL,2247,N636DL,LGA,ATL,137,762,13,59,2/22/13 13:00,13,A
976,2013,2,22,1452,1300,112,1737,1530,127,EV,4950,N722EV,EWR,ATL,128,746,13,0,2/22/13 13:00,13,A
1011,2013,2,23,1258,1300,-2,1550,1537,13,DL,781,N367NW,LGA,ATL,140,762,13,0,2/23/13 13:00,13,A
1012,2013,2,23,1319,1308,11,1557,1541,16,FL,348,N934AT,LGA,ATL,136,762,13,8,2/23/13 13:00,13,A
1013,2013,2,23,1355,1359,-4,1637,1638,-1,DL,2043,N324NB,JFK,ATL,137,760,13,59,2/23/13 13:00,13,A
1014,2013,2,23,1355,1359,-4,1634,1637,-3,DL,2247,N940DL,LGA,ATL,130,762,13,59,2/23/13 13:00,13,A
1048,2013,2,24,1254,1300,-6,1509,1530,-21,EV,4950,N753EV,EWR,ATL,111,746,13,0,2/24/13 13:00,13,A
1049,2013,2,24,1305,1308,-3,1530,1541,-11,FL,348,N971AT,LGA,ATL,117,762,13,8,2/24/13 13:00,13,A
1050,2013,2,24,1351,1359,-8,1628,1635,-7,DL,2247,N666DN,LGA,ATL,114,762,13,59,2/24/13 13:00,13,A
1051,2013,2,24,1358,1359,-1,1627,1638,-11,DL,2043,N301NB,JFK,ATL,115,760,13,59,2/24/13 13:00,13,A
1096,2013,2,25,1254,1300,-6,1539,1537,2,DL,781,N659DL,LGA,ATL,133,762,13,0,2/25/13 13:00,13,A
1097,2013,2,25,1307,1308,-1,1531,1541,-10,FL,348,N717JL,LGA,ATL,115,762,13,8,2/25/13 13:00,13,A
1098,2013,2,25,1353,1359,-6,1624,1638,-14,DL,2043,N342NB,JFK,ATL,121,760,13,59,2/25/13 13:00,13,A
1099,2013,2,25,1355,1359,-4,1628,1635,-7,DL,2247,N633DL,LGA,ATL,120,762,13,59,2/25/13 13:00,13,A
1108,2013,2,25,1554,1300,174,1831,1530,181,EV,4950,N750EV,EWR,ATL,128,746,13,0,2/25/13 13:00,13,A
1145,2013,2,26,1250,1300,-10,1534,1537,-3,DL,781,N6716C,LGA,ATL,129,762,13,0,2/26/13 13:00,13,A
1146,2013,2,26,1256,1300,-4,1522,1530,-8,EV,4950,N600QX,EWR,ATL,119,746,13,0,2/26/13 13:00,13,A
1147,2013,2,26,1315,1308,7,1547,1541,6,FL,348,N603AT,LGA,ATL,128,762,13,8,2/26/13 13:00,13,A
1148,2013,2,26,1354,1359,-5,1624,1639,-15,DL,2043,N3765,JFK,ATL,117,760,13,59,2/26/13 13:00,13,A
1149,2013,2,26,1356,1359,-3,1621,1635,-14,DL,2247,N633DL,LGA,ATL,120,762,13,59,2/26/13 13:00,13,A
1194,2013,2,27,1319,1300,19,1545,1537,8,DL,781,N603DL,LGA,ATL,123,762,13,0,2/27/13 13:00,13,A
1195,2013,2,27,1357,1359,-2,1639,1638,1,DL,2043,N364NB,JFK,ATL,121,760,13,59,2/27/13 13:00,13,A
1196,2013,2,27,1401,1359,2,1636,1635,1,DL,2247,N692DL,LGA,ATL,121,762,13,59,2/27/13 13:00,13,A
1198,2013,2,27,1427,1300,87,1649,1530,79,EV,4950,N612QX,EWR,ATL,121,746,13,0,2/27/13 13:00,13,A
1218,2013,2,27,NA,1308,NA,NA,1541,NA,FL,348,N998AT,LGA,ATL,NA,762,13,8,2/27/13 13:00,13,A
1242,2013,2,28,1252,1300,-8,1508,1530,-22,EV,4950,N707EV,EWR,ATL,114,746,13,0,2/28/13 13:00,13,A
1243,2013,2,28,1301,1300,1,1516,1537,-21,DL,781,N668DN,LGA,ATL,114,762,13,0,2/28/13 13:00,13,A
1244,2013,2,28,1309,1308,1,1517,1541,-24,FL,348,N943AT,LGA,ATL,109,762,13,8,2/28/13 13:00,13,A
1245,2013,2,28,1353,1359,-6,1609,1638,-29,DL,2043,N340NB,JFK,ATL,112,760,13,59,2/28/13 13:00,13,A
1246,2013,2,28,1358,1359,-1,1617,1635,-18,DL,2247,N666DN,LGA,ATL,114,762,13,59,2/28/13 13:00,13,A
29,2013,2,1,1355,1400,-5,1623,1636,-13,DL,2247,N672DL,LGA,ATL,114,762,14,0,2/1/13 14:00,14,A
30,2013,2,1,1403,1416,-13,1614,1650,-36,FL,349,N966AT,LGA,ATL,109,762,14,16,2/1/13 14:00,14,A
31,2013,2,1,1412,1415,-3,1620,1638,-18,DL,935,N348NB,EWR,ATL,111,746,14,15,2/1/13 14:00,14,A
32,2013,2,1,1440,1445,-5,1707,1710,-3,MQ,4669,N520MQ,LGA,ATL,116,762,14,45,2/1/13 14:00,14,A
70,2013,2,2,1356,1400,-4,1609,1636,-27,DL,2247,N615DL,LGA,ATL,113,762,14,0,2/2/13 14:00,14,A
71,2013,2,2,1411,1416,-5,1626,1650,-24,FL,349,N997AT,LGA,ATL,117,762,14,16,2/2/13 14:00,14,A
72,2013,2,2,1413,1415,-2,1631,1638,-7,DL,935,N357NB,EWR,ATL,113,746,14,15,2/2/13 14:00,14,A
73,2013,2,2,1442,1445,-3,1653,1710,-17,MQ,4669,N9EAMQ,LGA,ATL,114,762,14,45,2/2/13 14:00,14,A
103,2013,2,3,1357,1400,-3,1615,1636,-21,DL,2247,N3761R,LGA,ATL,106,762,14,0,2/3/13 14:00,14,A
104,2013,2,3,1412,1415,-3,1634,1638,-4,DL,935,N359NB,EWR,ATL,106,746,14,15,2/3/13 14:00,14,A
105,2013,2,3,1440,1445,-5,1658,1710,-12,MQ,4669,N508MQ,LGA,ATL,107,762,14,45,2/3/13 14:00,14,A
107,2013,2,3,1504,1416,48,1726,1650,36,FL,349,N997AT,LGA,ATL,114,762,14,16,2/3/13 14:00,14,A
153,2013,2,4,1355,1400,-5,1618,1636,-18,DL,2247,N627DL,LGA,ATL,122,762,14,0,2/4/13 14:00,14,A
154,2013,2,4,1412,1416,-4,1636,1650,-14,FL,349,N964AT,LGA,ATL,128,762,14,16,2/4/13 14:00,14,A
155,2013,2,4,1422,1415,7,1643,1638,5,DL,935,N338NB,EWR,ATL,122,746,14,15,2/4/13 14:00,14,A
162,2013,2,4,1626,1445,101,1901,1710,111,MQ,4669,N532MQ,LGA,ATL,124,762,14,45,2/4/13 14:00,14,A
200,2013,2,5,1406,1416,-10,1653,1650,3,FL,349,N942AT,LGA,ATL,136,762,14,16,2/5/13 14:00,14,A
201,2013,2,5,1448,1445,3,1730,1710,20,MQ,4669,N8EGMQ,LGA,ATL,119,762,14,45,2/5/13 14:00,14,A
202,2013,2,5,1453,1400,53,1728,1636,52,DL,2247,N695DL,LGA,ATL,113,762,14,0,2/5/13 14:00,14,A
204,2013,2,5,1510,1415,55,1733,1638,55,DL,935,N358NB,EWR,ATL,114,746,14,15,2/5/13 14:00,14,A
247,2013,2,6,1352,1400,-8,1635,1636,-1,DL,2247,N649DL,LGA,ATL,108,762,14,0,2/6/13 14:00,14,A
248,2013,2,6,1414,1416,-2,1632,1650,-18,FL,349,N969AT,LGA,ATL,110,762,14,16,2/6/13 14:00,14,A
249,2013,2,6,1427,1415,12,1634,1638,-4,DL,935,N341NB,EWR,ATL,110,746,14,15,2/6/13 14:00,14,A
251,2013,2,6,1455,1445,10,1710,1710,0,MQ,4669,N508MQ,LGA,ATL,109,762,14,45,2/6/13 14:00,14,A
295,2013,2,7,1358,1400,-2,1641,1636,5,DL,2247,N695DL,LGA,ATL,127,762,14,0,2/7/13 14:00,14,A
296,2013,2,7,1412,1415,-3,1641,1638,3,DL,935,N343NB,EWR,ATL,131,746,14,15,2/7/13 14:00,14,A
297,2013,2,7,1413,1416,-3,1656,1650,6,FL,349,N991AT,LGA,ATL,138,762,14,16,2/7/13 14:00,14,A
298,2013,2,7,1451,1445,6,1726,1710,16,MQ,4669,N525MQ,LGA,ATL,127,762,14,45,2/7/13 14:00,14,A
338,2013,2,8,1514,1445,29,1753,1710,43,MQ,4669,N534MQ,LGA,ATL,112,762,14,45,2/8/13 14:00,14,A
342,2013,2,8,NA,1416,NA,NA,1650,NA,FL,349,N919AT,LGA,ATL,NA,762,14,16,2/8/13 14:00,14,A
347,2013,2,8,NA,1415,NA,NA,1638,NA,DL,935,N346NB,EWR,ATL,NA,746,14,15,2/8/13 14:00,14,A
358,2013,2,8,NA,1400,NA,NA,1636,NA,DL,2247,N668DN,LGA,ATL,NA,762,14,0,2/8/13 14:00,14,A
365,2013,2,9,1411,1400,11,1640,1636,4,DL,2247,N6708D,LGA,ATL,121,762,14,0,2/9/13 14:00,14,A
366,2013,2,9,1416,1415,1,1642,1638,4,DL,935,N343NB,EWR,ATL,128,746,14,15,2/9/13 14:00,14,A
367,2013,2,9,1433,1416,17,1649,1650,-1,FL,349,N945AT,LGA,ATL,120,762,14,16,2/9/13 14:00,14,A
396,2013,2,9,NA,1445,NA,NA,1710,NA,MQ,4669,N518MQ,LGA,ATL,NA,762,14,45,2/9/13 14:00,14,A
419,2013,2,10,1357,1400,-3,1640,1636,4,DL,2247,N638DL,LGA,ATL,127,762,14,0,2/10/13 14:00,14,A
420,2013,2,10,1414,1415,-1,1641,1638,3,DL,935,N340NB,EWR,ATL,120,746,14,15,2/10/13 14:00,14,A
421,2013,2,10,1434,1416,18,1654,1650,4,FL,349,N992AT,LGA,ATL,122,762,14,16,2/10/13 14:00,14,A
422,2013,2,10,1445,1445,0,1730,1710,20,MQ,4669,N526MQ,LGA,ATL,123,762,14,45,2/10/13 14:00,14,A
468,2013,2,11,1507,1416,51,1754,1650,64,FL,349,N924AT,LGA,ATL,141,762,14,16,2/11/13 14:00,14,A
469,2013,2,11,1508,1400,68,1807,1636,91,DL,2247,D942DN,LGA,ATL,131,762,14,0,2/11/13 14:00,14,A
471,2013,2,11,1525,1415,70,1753,1638,75,DL,935,N357NB,EWR,ATL,130,746,14,15,2/11/13 14:00,14,A
475,2013,2,11,1645,1445,120,1931,1710,141,MQ,4669,N534MQ,LGA,ATL,130,762,14,45,2/11/13 14:00,14,A
515,2013,2,12,1359,1400,-1,1634,1636,-2,DL,2247,N633DL,LGA,ATL,128,762,14,0,2/12/13 14:00,14,A
516,2013,2,12,1415,1416,-1,1648,1650,-2,FL,349,N923AT,LGA,ATL,132,762,14,16,2/12/13 14:00,14,A
517,2013,2,12,1431,1415,16,1657,1638,19,DL,935,N316NB,EWR,ATL,125,746,14,15,2/12/13 14:00,14,A
518,2013,2,12,1437,1445,-8,1711,1710,1,MQ,4669,N516MQ,LGA,ATL,134,762,14,45,2/12/13 14:00,14,A
561,2013,2,13,1355,1400,-5,1644,1636,8,DL,2247,N661DN,LGA,ATL,133,762,14,0,2/13/13 14:00,14,A
562,2013,2,13,1425,1415,10,1653,1638,15,DL,935,N353NB,EWR,ATL,125,746,14,15,2/13/13 14:00,14,A
563,2013,2,13,1427,1416,11,1659,1650,9,FL,349,N989AT,LGA,ATL,133,762,14,16,2/13/13 14:00,14,A
564,2013,2,13,1440,1445,-5,1721,1710,11,MQ,4669,N524MQ,LGA,ATL,133,762,14,45,2/13/13 14:00,14,A
609,2013,2,14,1355,1400,-5,1625,1636,-11,DL,2247,N663DN,LGA,ATL,120,762,14,0,2/14/13 14:00,14,A
611,2013,2,14,1415,1411,4,1650,1644,6,FL,349,N988AT,LGA,ATL,119,762,14,11,2/14/13 14:00,14,A
612,2013,2,14,1417,1423,-6,1644,1646,-2,DL,935,N315US,EWR,ATL,120,746,14,23,2/14/13 14:00,14,A
613,2013,2,14,1439,1445,-6,1718,1710,8,MQ,4669,N512MQ,LGA,ATL,123,762,14,45,2/14/13 14:00,14,A
659,2013,2,15,1412,1421,-9,1632,1646,-14,DL,935,N325US,EWR,ATL,119,746,14,21,2/15/13 14:00,14,A
660,2013,2,15,1417,1411,6,1637,1644,-7,FL,349,N991AT,LGA,ATL,121,762,14,11,2/15/13 14:00,14,A
661,2013,2,15,1439,1445,-6,1659,1710,-11,MQ,4669,N531MQ,LGA,ATL,123,762,14,45,2/15/13 14:00,14,A
701,2013,2,16,1407,1411,-4,1628,1644,-16,FL,349,N993AT,LGA,ATL,120,762,14,11,2/16/13 14:00,14,A
702,2013,2,16,1410,1415,-5,1634,1638,-4,DL,935,N338NB,EWR,ATL,113,746,14,15,2/16/13 14:00,14,A
703,2013,2,16,1441,1445,-4,1707,1710,-3,MQ,4669,N525MQ,LGA,ATL,112,762,14,45,2/16/13 14:00,14,A
737,2013,2,17,1401,1411,-10,1601,1644,-43,FL,349,N954AT,LGA,ATL,103,762,14,11,2/17/13 14:00,14,A
738,2013,2,17,1442,1445,-3,1643,1710,-27,MQ,4669,N525MQ,LGA,ATL,103,762,14,45,2/17/13 14:00,14,A
779,2013,2,18,1413,1415,-2,1625,1638,-13,DL,935,N320NB,EWR,ATL,115,746,14,15,2/18/13 14:00,14,A
780,2013,2,18,1417,1411,6,1636,1644,-8,FL,349,N966AT,LGA,ATL,119,762,14,11,2/18/13 14:00,14,A
796,2013,2,18,1926,1445,281,2141,1710,271,MQ,4669,N514MQ,LGA,ATL,114,762,14,45,2/18/13 14:00,14,A
828,2013,2,19,1410,1415,-5,1635,1640,-5,DL,935,N304DQ,EWR,ATL,117,746,14,15,2/19/13 14:00,14,A
829,2013,2,19,1418,1411,7,1646,1644,2,FL,349,N899AT,LGA,ATL,124,762,14,11,2/19/13 14:00,14,A
830,2013,2,19,1447,1445,2,1717,1710,7,MQ,4669,N510MQ,LGA,ATL,121,762,14,45,2/19/13 14:00,14,A
877,2013,2,20,1409,1411,-2,1625,1644,-19,FL,349,N946AT,LGA,ATL,118,762,14,11,2/20/13 14:00,14,A
878,2013,2,20,1442,1445,-3,1705,1710,-5,MQ,4669,N519MQ,LGA,ATL,120,762,14,45,2/20/13 14:00,14,A
924,2013,2,21,1406,1411,-5,1644,1644,0,FL,349,N603AT,LGA,ATL,114,762,14,11,2/21/13 14:00,14,A
925,2013,2,21,1412,1415,-3,1647,1638,9,DL,935,N369NB,EWR,ATL,116,746,14,15,2/21/13 14:00,14,A
926,2013,2,21,1441,1445,-4,1712,1710,2,MQ,4669,N526MQ,LGA,ATL,122,762,14,45,2/21/13 14:00,14,A
973,2013,2,22,1407,1411,-4,1700,1644,16,FL,349,N947AT,LGA,ATL,140,762,14,11,2/22/13 14:00,14,A
974,2013,2,22,1435,1415,20,1721,1638,43,DL,935,N369NB,EWR,ATL,128,746,14,15,2/22/13 14:00,14,A
975,2013,2,22,1438,1445,-7,1725,1710,15,MQ,4669,N507MQ,LGA,ATL,141,762,14,45,2/22/13 14:00,14,A
1015,2013,2,23,1404,1415,-11,1637,1638,-1,DL,935,N338NB,EWR,ATL,135,746,14,15,2/23/13 14:00,14,A
1016,2013,2,23,1408,1411,-3,1650,1644,6,FL,349,N922AT,LGA,ATL,136,762,14,11,2/23/13 14:00,14,A
1017,2013,2,23,1441,1445,-4,1735,1710,25,MQ,4669,N532MQ,LGA,ATL,137,762,14,45,2/23/13 14:00,14,A
1052,2013,2,24,1411,1411,0,1630,1644,-14,FL,349,N969AT,LGA,ATL,113,762,14,11,2/24/13 14:00,14,A
1053,2013,2,24,1443,1445,-2,1652,1710,-18,MQ,4669,N525MQ,LGA,ATL,113,762,14,45,2/24/13 14:00,14,A
1100,2013,2,25,1409,1411,-2,1639,1644,-5,FL,349,N948AT,LGA,ATL,121,762,14,11,2/25/13 14:00,14,A
1101,2013,2,25,1412,1415,-3,1632,1638,-6,DL,935,N301NB,EWR,ATL,121,746,14,15,2/25/13 14:00,14,A
1102,2013,2,25,1436,1445,-9,1711,1710,1,MQ,4669,N523MQ,LGA,ATL,127,762,14,45,2/25/13 14:00,14,A
1150,2013,2,26,1409,1415,-6,1628,1640,-12,DL,935,N303DQ,EWR,ATL,114,746,14,15,2/26/13 14:00,14,A
1151,2013,2,26,1442,1445,-3,1709,1710,-1,MQ,4669,N6EAMQ,LGA,ATL,122,762,14,45,2/26/13 14:00,14,A
1157,2013,2,26,1604,1411,113,1828,1644,104,FL,349,N943AT,LGA,ATL,124,762,14,11,2/26/13 14:00,14,A
1197,2013,2,27,1422,1411,11,1656,1644,12,FL,349,N927AT,LGA,ATL,131,762,14,11,2/27/13 14:00,14,A
1199,2013,2,27,1438,1445,-7,1703,1710,-7,MQ,4669,N507MQ,LGA,ATL,120,762,14,45,2/27/13 14:00,14,A
1247,2013,2,28,1410,1415,-5,1628,1638,-10,DL,935,N784NC,EWR,ATL,110,746,14,15,2/28/13 14:00,14,A
1248,2013,2,28,1435,1445,-10,1652,1710,-18,MQ,4669,N9EAMQ,LGA,ATL,112,762,14,45,2/28/13 14:00,14,A
1250,2013,2,28,1512,1411,61,1739,1644,55,FL,349,N906AT,LGA,ATL,116,762,14,11,2/28/13 14:00,14,A
33,2013,2,1,1455,1500,-5,1732,1742,-10,DL,2347,N664DN,LGA,ATL,115,762,15,0,2/1/13 15:00,15,A
34,2013,2,1,1547,1548,-1,1805,1830,-25,DL,95,N3754A,JFK,ATL,112,760,15,48,2/1/13 15:00,15,A
37,2013,2,1,1606,1545,21,1831,1815,16,DL,1942,N365NB,EWR,ATL,115,746,15,45,2/1/13 15:00,15,A
74,2013,2,2,1453,1500,-7,1719,1740,-21,DL,2347,N672DL,LGA,ATL,113,762,15,0,2/2/13 15:00,15,A
75,2013,2,2,1547,1548,-1,1817,1829,-12,DL,95,N706TW,JFK,ATL,119,760,15,48,2/2/13 15:00,15,A
106,2013,2,3,1453,1500,-7,1716,1742,-26,DL,2347,N672DL,LGA,ATL,105,762,15,0,2/3/13 15:00,15,A
108,2013,2,3,1541,1545,-4,1801,1815,-14,DL,1942,N324NB,EWR,ATL,110,746,15,45,2/3/13 15:00,15,A
109,2013,2,3,1546,1548,-2,1805,1830,-25,DL,95,N3762Y,JFK,ATL,113,760,15,48,2/3/13 15:00,15,A
156,2013,2,4,1458,1500,-2,1759,1742,17,DL,2347,N609DL,LGA,ATL,122,762,15,0,2/4/13 15:00,15,A
157,2013,2,4,1543,1548,-5,1820,1830,-10,DL,95,N3753,JFK,ATL,130,760,15,48,2/4/13 15:00,15,A
160,2013,2,4,1625,1545,40,1852,1817,35,DL,1942,N318US,EWR,ATL,123,746,15,45,2/4/13 15:00,15,A
203,2013,2,5,1456,1500,-4,1754,1742,12,DL,2347,N627DL,LGA,ATL,120,762,15,0,2/5/13 15:00,15,A
205,2013,2,5,1546,1545,1,1804,1815,-11,DL,1942,N340NB,EWR,ATL,114,746,15,45,2/5/13 15:00,15,A
206,2013,2,5,1546,1548,-2,1829,1830,-1,DL,95,N3758Y,JFK,ATL,114,760,15,48,2/5/13 15:00,15,A
250,2013,2,6,1454,1500,-6,1713,1742,-29,DL,2347,N645DL,LGA,ATL,107,762,15,0,2/6/13 15:00,15,A
252,2013,2,6,1542,1545,-3,1803,1815,-12,DL,1942,N368NB,EWR,ATL,114,746,15,45,2/6/13 15:00,15,A
253,2013,2,6,1545,1548,-3,1801,1830,-29,DL,95,N1612T,JFK,ATL,109,760,15,48,2/6/13 15:00,15,A
299,2013,2,7,1501,1500,1,1743,1742,1,DL,2347,N675DL,LGA,ATL,125,762,15,0,2/7/13 15:00,15,A
300,2013,2,7,1544,1545,-1,1821,1815,6,DL,1942,N355NB,EWR,ATL,126,746,15,45,2/7/13 15:00,15,A
301,2013,2,7,1547,1548,-1,1827,1830,-3,DL,95,N382DA,JFK,ATL,127,760,15,48,2/7/13 15:00,15,A
350,2013,2,8,NA,1548,NA,NA,1830,NA,DL,95,N3748Y,JFK,ATL,NA,760,15,48,2/8/13 15:00,15,A
356,2013,2,8,NA,1545,NA,NA,1815,NA,DL,1942,N338NB,EWR,ATL,NA,746,15,45,2/8/13 15:00,15,A
359,2013,2,8,NA,1500,NA,NA,1742,NA,DL,2347,N663DN,LGA,ATL,NA,762,15,0,2/8/13 15:00,15,A
368,2013,2,9,1457,1500,-3,1722,1740,-18,DL,2347,N679DA,LGA,ATL,123,762,15,0,2/9/13 15:00,15,A
369,2013,2,9,1600,1548,12,1844,1829,15,DL,95,N707TW,JFK,ATL,114,760,15,48,2/9/13 15:00,15,A
423,2013,2,10,1500,1500,0,1745,1742,3,DL,2347,N676DL,LGA,ATL,123,762,15,0,2/10/13 15:00,15,A
424,2013,2,10,1543,1545,-2,1812,1815,-3,DL,1942,N355NB,EWR,ATL,120,746,15,45,2/10/13 15:00,15,A
431,2013,2,10,1809,1548,141,2044,1830,134,DL,95,N395DN,JFK,ATL,127,760,15,48,2/10/13 15:00,15,A
470,2013,2,11,1509,1500,9,1804,1742,22,DL,2347,N697DL,LGA,ATL,126,762,15,0,2/11/13 15:00,15,A
473,2013,2,11,1601,1545,16,1827,1817,10,DL,1942,N376NW,EWR,ATL,125,746,15,45,2/11/13 15:00,15,A
476,2013,2,11,1653,1548,65,1927,1830,57,DL,95,N3766,JFK,ATL,128,760,15,48,2/11/13 15:00,15,A
